data_year,model_year,brand,model,fail_pct,reason_1,reason_2,reason_3,checked_cars,driven_avg,driven_med
2016,2008,Chevrolet,AVEO,27.12,Etuakselisto,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2008,Peugeot,PARTNER,27.27,Dieselmoottorin pakokaasumittaus,Etuakselisto,Käyttöjarru,,,
2016,2008,Lada,4X4,27.34,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Bensiinimoottorin pakokaasumittaus,,,
2016,2008,Renault,MEGANE,27.77,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,,,
2016,2008,Chrysler,VOYAGER,28.4,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2008,Alfa Romeo,159,29.44,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2008,Renault,CLIO,29.62,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus,,,
2016,2008,Volkswagen,TRANSPORTER,29.7,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2008,Mazda,5,30.61,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2008,Nissan,PRIMERA,30.67,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2008,Kia,CARENS,30.9,Seisontajarrun dynamometritesti,Käyttöjarru,Taka-akselisto,,,
2016,2008,Chevrolet,NUBIRA,31.06,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2008,Kia,CARNIVAL,31.25,Taka-akselisto,Etuakselisto,Käyttöjarrun dynamometritesti,,,
2016,2008,Opel,ZAFIRA,31.95,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,,,
2016,2008,Chrysler,300,33.6,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot,,,
2016,2008,Chevrolet,EPICA,41.94,Taka-akselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,,,
2016,2008,Dodge,JOURNEY,42.2,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2008,Jeep,PATRIOT,48.06,Taka-akselisto,Etuakselisto,Käyttöjarru,,,
2016,2008,Dodge,CALIBER,51.03,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Jaguar,S-TYPE,6.03,,,,,,
2016,2007,Toyota,COROLLA,6.71,Käyttöjarru,Käyttöjarrun dynamometritesti,Renkaat ja vanteet,,,
2016,2007,Toyota,AYGO,6.78,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,,,
2016,2007,Suzuki,GRAND VITARA,6.89,,,,,,
2016,2007,Audi,TT,7.09,,,,,,
2016,2007,Toyota,YARIS,7.51,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2016,2007,Toyota,AURIS,7.58,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2007,Ford,FIESTA,7.58,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2016,2007,Audi,A5,8.28,,,,,,
2016,2007,Hyundai,GETZ,8.36,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Renkaat ja vanteet,,,
2016,2007,Honda,JAZZ,8.4,,,,,,
2016,2007,Subaru,LEGACY,8.64,,,,,,
2016,2007,Toyota,AVENSIS,8.78,Käyttöjarru,Seisontajarrun dynamometritesti,Renkaat ja vanteet,,,
2016,2007,Mitsubishi,COLT,8.89,,,,,,
2016,2007,Toyota,LAND CRUISER,8.89,,,,,,
2016,2007,Mazda,2,9.09,,,,,,
2016,2007,Peugeot,107,9.14,,,,,,
2016,2007,Volkswagen,NEW BEETLE,9.48,,,,,,
2016,2007,Audi,A3,9.64,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2016,2007,Audi,Q7,9.79,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2016,2007,Toyota,HIACE,9.94,,,,,,
2016,2007,Audi,A6,10.0,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Renkaat ja vanteet,,,
2016,2007,Honda,FR-V,10.12,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,,,
2016,2007,Subaru,IMPREZA,10.58,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2016,2007,Audi,A4,10.67,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2007,Volkswagen,GOLF,10.77,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2016,2007,Suzuki,SWIFT,11.57,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2007,Mazda,6,11.7,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2007,Nissan,ALMERA,11.73,Käyttöjarru,Etuakselisto,Renkaat ja vanteet,,,
2016,2007,Subaru,FORESTER,12.83,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,,,
2016,2007,Seat,LEON,12.92,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Honda,CIVIC,12.93,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Volvo,C30,13.36,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Honda,CR-V,13.445,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2007,Toyota,PRIUS,13.46,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2007,Volkswagen,TOUAREG,13.61,Käyttöjarru,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,,,
2016,2007,Skoda,OCTAVIA,13.66,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,,,
2016,2007,Volvo,C70,14.1,Käyttöjarru,Ohjausnivelet ja -tangot,Etuakselisto,,,
2016,2007,Volkswagen,JETTA,14.2,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Mitsubishi,PAJERO,14.21,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarrun dynamometritesti,,,
2016,2007,Volvo,S40,15.09,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Volkswagen,PASSAT,15.21,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus,,,
2016,2007,Mini,COOPER/ ONE,15.22,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,Käyttöjarru,,,
2016,2007,Saab,9-5,15.31,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto,Käyttöjarru,,,
2016,2007,Suzuki,SX4,15.38,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet,,,
2016,2007,Toyota,RAV4,15.57,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto,,,
2016,2007,Volkswagen,POLO,15.63,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2007,Mercedes-Benz,G,15.64,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Suzuki,LIANA,15.94,Etuakselisto,Jousitus ja iskunvaimennus,Jarruvalo,,,
2016,2007,Volkswagen,TOURAN,16.39,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus,,,
2016,2007,BMW,X3,16.39,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru,,,
2016,2007,Honda,ACCORD,16.52,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Land Rover,FREELANDER,16.58,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,,,
2016,2007,Saab,9-3,16.61,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto,,,
2016,2007,Mitsubishi,LANCER,16.77,Ohjausnivelet ja -tangot,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Lexus,IS250,16.95,,,,,,
2016,2007,BMW,X5,17.45,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Volkswagen,CARAVELLE,17.5,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Renkaat ja vanteet,,,
2016,2007,Opel,CORSA,18.12,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti,,,
2016,2007,Skoda,FABIA,18.16,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2007,Jaguar,X-TYPE,18.47,,,,,,
2016,2007,Ford,KA,18.75,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Land Rover,DISCOVERY 3,18.8,,,,,,
2016,2007,Citroen,XSARA PICASSO,18.8,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2007,Volvo,V50,18.9,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2007,Kia,RIO,19.25,Käyttöjarru,Etuakselisto,Käyttöjarrun dynamometritesti,,,
2016,2007,Volvo,S80,19.27,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2007,Kia,CERATO,19.45,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2007,Peugeot,206,19.72,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Skoda,SUPERB,19.77,Käyttöjarru,Etuakselisto,Dieselmoottorin pakokaasumittaus,,,
2016,2007,Ford,S-MAX,19.8,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2007,Mercedes-Benz,A,19.92,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2007,Nissan,MICRA,20.11,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Seat,ALTEA,20.16,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Volkswagen,CADDY,20.16,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Volvo,S60,20.16,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2007,Volvo,V70,20.17,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2007,Ford,FOCUS C-MAX,20.19,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Peugeot,407,20.39,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Mercedes-Benz,CLS,20.83,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2007,BMW,3,20.84,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Land Rover,RANGE ROVER,20.97,Taka-akselisto,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2007,Kia,PICANTO,21.27,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2007,Mercedes-Benz,M,21.58,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Citroen,C2,21.64,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,,,
2016,2007,Hyundai,TUCSON,21.77,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2007,BMW,1,21.86,Käyttöjarru,Taka-akselisto,Jousitus ja iskunvaimennus,,,
2016,2007,Citroen,C4 PICASSO,21.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Skoda,ROOMSTER,21.92,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru,,,
2016,2007,Kia,CEED,22.14,Taka-akselisto,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Citroen,C3,22.16,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jarruvalo,,,
2016,2007,Volkswagen,TRANSPORTER,22.25,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2007,Mitsubishi,OUTLANDER,22.3,Taka-akselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,,,
2016,2007,Seat,IBIZA,22.4,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Hyundai,ACCENT,22.44,,,,,,
2016,2007,Jeep,CHEROKEE,22.78,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Volvo,XC90,22.83,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Ford,MONDEO,22.95,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Taka-akselisto,,,
2016,2007,BMW,5,23.12,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2016,2007,Kia,SORENTO,23.12,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru,,,
2016,2007,Nissan,NOTE,23.2,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Mazda,3,23.5,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Ford,GALAXY,23.62,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Fiat,ALBEA,23.73,Etuakselisto,Ohjausnivelet ja -tangot,Bensiinimoottorin pakokaasumittaus,,,
2016,2007,Opel,MERIVA,23.77,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2007,Nissan,TIIDA,23.84,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2016,2007,Dodge,AVENGER,24.03,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru,,,
2016,2007,Peugeot,207,24.1,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,,,
2016,2007,Mercedes-Benz,B,24.16,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti,,,
2016,2007,Fiat,PUNTO,24.16,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,,,
2016,2007,Chevrolet,AVEO,24.19,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2016,2007,Opel,VECTRA,24.22,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2016,2007,Kia,SPORTAGE,24.38,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru,,,
2016,2007,Mitsubishi,GRANDIS,24.6,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2016,2007,Peugeot,307,24.8,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto,,,
2016,2007,Ford,FOCUS,24.9,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Nissan,QASHQAI,24.95,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot,,,
2016,2007,Hyundai,SONATA,25.11,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Nissan,PRIMERA,25.27,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2007,Chrysler,SEBRING,25.27,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,,,
2016,2007,Seat,CORDOBA,25.48,,,,,,
2016,2007,Nissan,X-TRAIL,25.62,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,,,
2016,2007,Citroen,C4,25.84,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru,,,
2016,2007,Opel,ASTRA,26.34,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,,,
2016,2007,Hyundai,I 30,26.45,Käyttöjarru,Taka-akselisto,Jousitus ja iskunvaimennus,,,
2016,2007,Hyundai,SANTA FE,26.72,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti,,,
2016,2007,Mercedes-Benz,C,27.05,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2007,Mercedes-Benz,E,27.2,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,,,
2016,2007,Fiat,BRAVO,27.62,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2007,Renault,CLIO,27.69,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus,,,
2016,2007,Chevrolet,KALOS,28.38,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2016,2007,Opel,ANTARA,29.7,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2016,2007,Chevrolet,CAPTIVA,29.7,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru,,,
2016,2007,Citroen,C5,30.95,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2007,Mazda,CX-7,31.06,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2016,2007,Renault,MEGANE,31.12,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2007,Chrysler,VOYAGER,31.27,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2007,Alfa Romeo,159,31.6,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2007,Fiat,STILO,31.9,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Etuakselisto,,,
2016,2007,Opel,ZAFIRA,32.16,Ohjausnivelet ja -tangot,Taka-akselisto,Etuakselisto,,,
2016,2007,Chevrolet,NUBIRA,32.2,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2007,Dodge,NITRO,32.62,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru,,,
2016,2007,Kia,MAGENTIS,33.1,Käyttöjarru,Käyttöjarrun dynamometritesti,Taka-akselisto,,,
2016,2007,Kia,CARNIVAL,33.12,Taka-akselisto,Etuakselisto,Jousitus ja iskunvaimennus,,,
2016,2007,Mazda,5,33.4,Etuakselisto,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,,,
2016,2007,Ford,TOURNEO,33.88,Etuakselisto,Seisontajarrun dynamometritesti,Renkaat ja vanteet,,,
2016,2007,Kia,CARENS,36.9,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru,,,
2016,2007,Fiat,CROMA,37.4,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Chevrolet,EPICA,38.1,Seisontajarrun dynamometritesti,Taka-akselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Chrysler,300,40.3,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Nissan,PATHFINDER,42.0,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Renault,LAGUNA,44.03,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,,,
2016,2007,Jeep,PATRIOT,46.44,Etuakselisto,Taka-akselisto,Käyttöjarru,,,
2016,2007,Jeep,COMPASS,50.0,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot,,,
2016,2007,Dodge,CALIBER,52.62,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot,,,
2016,2006,Peugeot,107,7.08,,,,,,
2016,2006,Toyota,COROLLA,8.4,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2006,Citroen,C1,8.45,,,,,,
2016,2006,Suzuki,GRAND VITARA,8.89,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2016,2006,Hyundai,GETZ,9.32,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2006,Ford,FIESTA,9.35,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,,,
2016,2006,Toyota,LAND CRUISER,9.43,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2006,Toyota,YARIS,9.47,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2006,Toyota,AYGO,9.71,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2006,Honda,CR-V,10.26,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,,,
2016,2006,Lexus,IS250,10.27,,,,,,
2016,2006,Honda,JAZZ,10.8,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2006,Mercedes-Benz,SLK,11.02,,,,,,
2016,2006,Mazda,2,11.11,,,,,,
2016,2006,Ford,FUSION,11.56,,,,,,
2016,2006,Subaru,LEGACY,11.73,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,,,
2016,2006,Nissan,ALMERA,11.81,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2016,2006,Toyota,AVENSIS,11.9,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,Audi,A6,12.17,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2016,2006,Smart,FORFOUR,12.44,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,,,
2016,2006,Lexus,RX400H,12.5,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto,,,
2016,2006,Suzuki,LIANA,13.12,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,BMW,X3,13.64,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,Mini,COOPER/ ONE,14.22,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,,,
2016,2006,Toyota,RAV4,14.29,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto,,,
2016,2006,Subaru,IMPREZA,14.53,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,,,
2016,2006,Toyota,PRIUS,14.56,,,,,,
2016,2006,Volkswagen,GOLF,14.82,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2006,Hyundai,ACCENT,14.95,,,,,,
2016,2006,Subaru,FORESTER,15.19,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2006,Audi,TT,15.38,,,,,,
2016,2006,Mitsubishi,COLT,15.51,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2016,2006,Audi,A4,15.69,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2016,2006,Toyota,HIACE,15.69,,,,,,
2016,2006,Volkswagen,TOUAREG,15.91,Käyttöjarru,Jousitus ja iskunvaimennus,Turvavyöt ja -varusteet,,,
2016,2006,Audi,Q7,16.27,Etuakselisto,Käyttöjarru,Renkaat ja vanteet,,,
2016,2006,Jeep,CHEROKEE,16.28,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,Honda,CIVIC,16.55,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2016,2006,Mazda,6,16.62,Käyttöjarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2016,2006,Mercedes-Benz,S,16.78,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Käyttöjarru,,,
2016,2006,Volkswagen,JETTA,17.12,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2006,Audi,A3,18.03,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2006,Volkswagen,POLO,18.08,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2016,2006,Nissan,MICRA,18.16,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet,,,
2016,2006,Volvo,S40,18.6,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,Seat,LEON,18.62,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto,,,
2016,2006,Ford,MAVERICK,18.75,Käyttöjarru,Etuakselisto,Seisontajarrun dynamometritesti,,,
2016,2006,Mercedes-Benz,M,18.95,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2006,Kia,CERATO,19.17,Käyttöjarru,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2016,2006,Opel,CORSA,19.28,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,,,
2016,2006,Volvo,S80,19.28,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2016,2006,Honda,FR-V,19.31,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Käyttöjarrun dynamometritesti,,,
2016,2006,Volvo,C70,19.38,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2006,Volkswagen,CADDY,19.48,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto,,,
2016,2006,Mitsubishi,PAJERO,19.84,Etuakselisto,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2016,2006,Ford,MONDEO,20.1,Käyttöjarru,Jousitus ja iskunvaimennus,Taka-akselisto,,,
2016,2006,Saab,9-5,20.39,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,,,
2016,2006,Mercedes-Benz,A,21.06,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2016,2006,Jaguar,S-TYPE,21.36,,,,,,
2016,2006,Honda,ACCORD,21.42,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2016,2006,Kia,RIO,21.52,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Etuakselisto,,,
