,model_year,brand,model,checked_cars,fail_pct,driven_avg,driven_med,reason_1,reason_2,reason_3
0,2002,Alfa Romeo,147,101,53.47,180000,179000,Etuakselisto,Alustan kotelot ja pohjalevy,Seisontajarrun dynamometritesti
1,2002,Alfa Romeo,156,127,43.3,209000,214000,Etuakselisto,Alustan kotelot ja pohjalevy,Käyttöjarru
2,2002,Audi,A3,653,33.22,218000,208000,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
3,2002,Audi,A4,2229,34.62,282000,272000,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
4,2002,Audi,A6,953,36.1,292000,280000,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
5,2002,BMW,3,2192,43.28,257000,246000,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
6,2002,BMW,5,1153,43.28,322000,310000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
7,2002,BMW,X5,250,39.2,303000,295000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
8,2002,Chevrolet,TRANS SPORT,147,54.4,255000,258000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
9,2002,Chrysler,NEON,432,41.2,177000,173000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
10,2002,Chrysler,PT CRUISER,231,45.44,225000,213000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
11,2002,Chrysler,SEBRING,315,44.44,206000,207000,Etuakselisto,Ohjausnivelet ja -tangot,Alustan kotelot ja pohjalevy
12,2002,Chrysler,VOYAGER,736,49.3,266000,262000,Seisontajarrun dynamometritesti,Käyttöjarru,Alustan kotelot ja pohjalevy
13,2002,Citroen,BERLINGO,132,46.22,236000,224000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
14,2002,Citroen,C3,670,40.3,179000,178000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
15,2002,Citroen,C5,1839,48.78,267000,257000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
16,2002,Citroen,SAXO,223,37.66,146000,146000,Etuakselisto,Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
17,2002,Citroen,XSARA,1339,37.78,222000,216000,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
18,2002,Citroen,XSARA PICASSO,526,51.34,254000,247000,Sisäinen valvontajärjestelmä (OBD),Alustan kotelot ja pohjalevy,Etuakselisto
19,2002,Fiat,BRAVA,175,48.56,169000,164000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
20,2002,Fiat,PUNTO,2149,44.8,152000,152000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
21,2002,Fiat,STILO,660,50.62,184000,179000,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,
22,2002,Ford,FIESTA,798,21.44,159000,157000,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus
23,2002,Ford,FOCUS,3772,37.22,225000,222000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarrun dynamometritesti
24,2002,Ford,GALAXY,116,46.56,279000,274000,Käyttöjarru,Alustan kotelot ja pohjalevy,Seisontajarrun dynamometritesti
25,2002,Ford,KA,455,42.88,57000,62000,Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus,Etuakselisto
26,2002,Ford,MONDEO,3663,47.06,265000,261000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
27,2002,Honda,ACCORD,308,37.66,228000,227000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
28,2002,Honda,CIVIC,1289,27.31,205000,202000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
29,2002,Honda,CR-V,684,24.42,253000,252000,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
30,2002,Honda,HR-V,300,22.67,228000,230000,Bensiinimoottorin pakokaasumittaus,Alustan kotelot ja pohjalevy,Ohjausnivelet ja -tangot
31,2002,Honda,STREAM,347,40.9,283000,282000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
32,2002,Hyundai,SONATA,126,45.25,213000,213000,Etuakselisto,Taka-akselisto,
33,2002,Jaguar,S-TYPE,145,34.47,191000,188000,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Alustan kotelot ja pohjalevy
34,2002,Jaguar,X-TYPE,120,40.0,181000,180000,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto
35,2002,Jeep,CHEROKEE,342,30.98,244000,235000,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy,
36,2002,Lada-Vaz,112,163,26.98,108000,106000,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
37,2002,Lada-Vaz,SAMARA,210,30.48,102000,94000,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,
38,2002,Land Rover,FREELANDER,137,33.6,232000,222000,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,Ohjausnivelet ja -tangot
39,2002,Mazda,3,267,38.2,180000,182000,Alustan kotelot ja pohjalevy,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
40,2002,Mazda,6,1249,44.53,241000,241000,Alustan kotelot ja pohjalevy,Käyttöjarru,Käyttöjarrun dynamometritesti
41,2002,Mazda,PREMACY,146,48.62,226000,229000,Alustan kotelot ja pohjalevy,Seisontajarrun dynamometritesti,Käyttöjarru
42,2002,Mercedes-Benz,A,537,43.38,193000,187000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
43,2002,Mercedes-Benz,C,2690,46.38,280000,269000,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
44,2002,Mercedes-Benz,CLK,258,31.4,202000,198000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
45,2002,Mercedes-Benz,E,2256,45.66,363000,345000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
46,2002,Mercedes-Benz,M,357,46.22,311000,305000,Ohjausnivelet ja -tangot,Etuakselisto,
47,2002,Mercedes-Benz,S,167,32.94,264000,256000,Etuakselisto,Taka-akselisto,Seisontajarrun dynamometritesti
48,2002,Mini,COOPER,377,37.4,177000,173000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),
49,2002,Mitsubishi,CARISMA,220,35.9,246000,223000,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
50,2002,Mitsubishi,PAJERO,133,28.56,267000,255000,Etuakselisto,Alustan kotelot ja pohjalevy,Käyttöjarrun dynamometritesti
51,2002,Nissan,ALMERA,3723,30.73,196000,194000,Käyttöjarru,Alustan kotelot ja pohjalevy,Käyttöjarrun dynamometritesti
52,2002,Nissan,ALMERA TINO,418,42.8,221000,222000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
53,2002,Nissan,MAXIMA QX,249,34.94,235000,235000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
54,2002,Nissan,MICRA,861,30.44,140000,135000,Alustan kotelot ja pohjalevy,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
55,2002,Nissan,PRIMERA,1724,39.9,231000,230000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
56,2002,Nissan,X-TRAIL,114,42.12,240000,240000,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
57,2002,Opel,ASTRA,3342,33.97,208000,204000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
58,2002,Opel,CORSA,494,34.4,160000,155000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
59,2002,Opel,OMEGA,290,34.12,276000,262000,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
60,2002,Opel,VECTRA,1100,43.72,238000,237000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Taka-akselisto
61,2002,Opel,ZAFIRA,706,46.03,255000,258000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
62,2002,Peugeot,206,2140,44.53,168000,163000,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
63,2002,Peugeot,307,2563,43.16,228000,223000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
64,2002,Peugeot,406,1047,50.34,269000,251000,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
65,2002,Peugeot,607,116,43.97,262000,243000,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Käyttöjarrun dynamometritesti
66,2002,Renault,CLIO,1107,37.75,156000,155000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
67,2002,Renault,LAGUNA,1570,56.5,232000,233000,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
68,2002,Renault,MEGANE,2403,33.66,202000,199000,Seisontajarrun dynamometritesti,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
69,2002,Renault,MEGANE SCENIC,593,45.53,218000,216000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
70,2002,Saab,9-3,910,33.2,234000,235000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
71,2002,Saab,9-5,894,34.56,273000,271000,Taka-akselisto,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
72,2002,Seat,CORDOBA,451,43.25,235000,222000,Etuakselisto,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
73,2002,Seat,IBIZA,210,39.53,188000,188000,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,Etuakselisto
74,2002,Seat,LEON,278,37.4,277000,272000,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
75,2002,Skoda,FABIA,601,46.1,206000,196000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
76,2002,Skoda,OCTAVIA,1150,37.3,284000,266000,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
77,2002,Suzuki,LIANA,129,31.02,179000,174000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),
78,2002,Toyota,AVENSIS,3915,20.95,251000,246000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
79,2002,Toyota,AVENSIS VERSO,290,24.48,331000,302000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarrun dynamometritesti
80,2002,Toyota,CAMRY,266,11.65,241000,234000,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
81,2002,Toyota,COROLLA,6407,20.16,220000,215000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
82,2002,Toyota,COROLLA VERSO,843,31.08,252000,243000,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy,Käyttöjarru
83,2002,Toyota,RAV4,270,20.38,251000,253000,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Jousitus ja iskunvaimennus
84,2002,Toyota,YARIS,2437,24.3,187000,179000,Käyttöjarru,Alustan kotelot ja pohjalevy,Käyttöjarrun dynamometritesti
85,2002,Toyota,YARIS VERSO,877,28.39,234000,230000,Alustan kotelot ja pohjalevy,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
86,2002,Volkswagen,BORA,1728,32.6,231000,215000,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
87,2002,Volkswagen,CARAVELLE,116,37.06,297000,291000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
88,2002,Volkswagen,GOLF,5078,29.78,247000,236000,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
89,2002,Volkswagen,PASSAT,2644,40.84,319000,306000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
90,2002,Volkswagen,POLO,1736,37.16,190000,174000,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
91,2002,Volkswagen,TRANSPORTER,153,46.4,494000,488000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
92,2002,Volvo,C70,145,29.66,308000,294000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
93,2002,Volvo,S40,1452,33.94,223000,217000,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
94,2002,Volvo,S60,2733,34.47,283000,271000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
95,2002,Volvo,S80,1055,33.1,328000,311000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
96,2002,Volvo,V40,1641,38.62,260000,255000,Seisontajarrun dynamometritesti,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
97,2002,Volvo,V70,5195,40.03,348000,331000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
98,2003,Alfa Romeo,156,325,48.9,194000,193000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Alustan kotelot ja pohjalevy
99,2003,Audi,A2,112,33.94,169000,164000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
100,2003,Audi,A3,955,34.34,215000,205000,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
101,2003,Audi,A4,2491,27.45,270000,261000,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
102,2003,Audi,A6,1267,32.75,280000,270000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
103,2003,BMW,3,2192,42.47,249000,238000,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
104,2003,BMW,5,1441,40.6,293000,285000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
105,2003,BMW,X5,341,35.2,309000,288000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
106,2003,BMW,Z4,173,12.72,132000,135000,Sisäinen valvontajärjestelmä (OBD),,
107,2003,Chevrolet,TRANS SPORT,128,55.47,233000,235000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
108,2003,Chrysler,NEON,339,38.34,159000,156000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
109,2003,Chrysler,PT CRUISER,154,33.78,198000,194000,Etuakselisto,Ohjausnivelet ja -tangot,Taka-akselisto
110,2003,Chrysler,SEBRING,415,39.75,191000,187000,Ohjausnivelet ja -tangot,Taka-akselisto,Alustan kotelot ja pohjalevy
111,2003,Chrysler,VOYAGER,800,45.38,251000,244000,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
112,2003,Citroen,BERLINGO,466,41.0,236000,224000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
113,2003,Citroen,C2,100,36.0,146000,144000,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
114,2003,Citroen,C3,1429,37.66,163000,157000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
115,2003,Citroen,C5,2005,45.25,252000,244000,Etuakselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
116,2003,Citroen,SAXO,118,40.7,132000,125000,Etuakselisto,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
117,2003,Citroen,XSARA,1293,33.03,212000,205000,Käyttöjarru,Etuakselisto,Seisontajarrun dynamometritesti
118,2003,Citroen,XSARA PICASSO,762,41.47,224000,224000,Etuakselisto,Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus
119,2003,Daewoo,EVANDA,138,55.06,188000,191000,Etuakselisto,Taka-akselisto,
120,2003,Daewoo,KALOS,414,40.34,145000,144000,Etuakselisto,Käyttöjarrun dynamometritesti,
121,2003,Daewoo,MATIZ,102,39.22,112000,111000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
122,2003,Fiat,PUNTO,2622,40.44,152000,148000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
123,2003,Fiat,STILO,1507,51.5,183000,179000,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Jousitus ja iskunvaimennus
124,2003,Ford,FIESTA,1447,16.94,160000,155000,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
125,2003,Ford,FOCUS,4115,34.25,210000,208000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
126,2003,Ford,FOCUS C-MAX,199,39.7,228000,223000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
127,2003,Ford,FUSION,675,23.11,187000,184000,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Seisontajarrun dynamometritesti
128,2003,Ford,GALAXY,119,40.34,254000,257000,Käyttöjarru,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy
129,2003,Ford,KA,300,36.34,119000,117000,Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus,Etuakselisto
130,2003,Ford,MONDEO,3717,39.97,249000,244000,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
131,2003,Honda,ACCORD,1232,36.03,246000,247000,Etuakselisto,Taka-akselisto,Seisontajarrun dynamometritesti
132,2003,Honda,CIVIC,1198,25.3,189000,190000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
133,2003,Honda,CR-V,1105,24.34,237000,235000,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
134,2003,Honda,HR-V,334,21.27,210000,210000,Alustan kotelot ja pohjalevy,Bensiinimoottorin pakokaasumittaus,Ohjausnivelet ja -tangot
135,2003,Honda,JAZZ,441,18.81,179000,172000,Etuakselisto,Käyttöjarru,Bensiinimoottorin pakokaasumittaus
136,2003,Honda,STREAM,164,39.62,268000,264000,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
137,2003,Hyundai,ELANTRA,146,38.38,201000,189000,Seisontajarrun dynamometritesti,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
138,2003,Hyundai,GETZ,589,24.45,152000,148000,Bensiinimoottorin pakokaasumittaus,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
139,2003,Hyundai,SANTA FE,137,28.47,250000,249000,Etuakselisto,,
140,2003,Hyundai,SONATA,197,35.53,211000,203000,Etuakselisto,Taka-akselisto,Käyttöjarru
141,2003,Hyundai,TRAJET,139,48.9,244000,230000,Etuakselisto,Taka-akselisto,
142,2003,Jaguar,S-TYPE,132,26.52,176000,175000,Käyttöjarru,Taka-akselisto,Alustan kotelot ja pohjalevy
143,2003,Jaguar,X-TYPE,143,41.25,192000,191000,Taka-akselisto,Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
144,2003,Jeep,CHEROKEE,283,34.28,239000,230000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
145,2003,Lada-Vaz,112,231,33.34,101000,88000,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
146,2003,Lada-Vaz,SAMARA,179,29.61,104000,98000,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
147,2003,Land Rover,FREELANDER,165,23.64,270000,276000,Ohjausnivelet ja -tangot,,
148,2003,Mazda,2,125,22.4,160000,153000,Käyttöjarru,,
149,2003,Mazda,3,576,51.03,193000,187000,Alustan kotelot ja pohjalevy,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
150,2003,Mazda,6,3286,42.22,241000,237000,Alustan kotelot ja pohjalevy,Käyttöjarru,Käyttöjarrun dynamometritesti
151,2003,Mercedes-Benz,A,411,35.53,175000,173000,Jousitus ja iskunvaimennus,Alustan kotelot ja pohjalevy,Käyttöjarru
152,2003,Mercedes-Benz,C,3052,43.88,276000,260000,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
153,2003,Mercedes-Benz,CLK,397,36.28,214000,209000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
154,2003,Mercedes-Benz,E,4219,39.1,340000,329000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
155,2003,Mercedes-Benz,M,355,46.47,288000,284000,Ohjausnivelet ja -tangot,Etuakselisto,Taka-akselisto
156,2003,Mercedes-Benz,S,186,36.03,253000,253000,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
157,2003,Mini,COOPER,382,32.2,164000,162000,Etuakselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
158,2003,Mitsubishi,CARISMA,203,33.0,215000,210000,Käyttöjarru,Seisontajarrun dynamometritesti,Taka-akselisto
159,2003,Mitsubishi,LANCER,154,37.66,206000,209000,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
160,2003,Mitsubishi,OUTLANDER,112,42.88,225000,226000,Taka-akselisto,Ohjausnivelet ja -tangot,Etuakselisto
161,2003,Mitsubishi,PAJERO,162,29.02,280000,275000,Etuakselisto,Alustan kotelot ja pohjalevy,Käyttöjarru
162,2003,Mitsubishi,SPACE STAR,107,39.25,200000,202000,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
163,2003,Nissan,ALMERA,4064,26.55,186000,183000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
164,2003,Nissan,ALMERA TINO,420,38.1,210000,208000,Etuakselisto,Seisontajarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
165,2003,Nissan,MAXIMA QX,245,33.06,217000,216000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
166,2003,Nissan,MICRA,1304,29.45,149000,144000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
167,2003,Nissan,PRIMERA,3530,38.84,225000,222000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
168,2003,Nissan,X-TRAIL,204,39.22,255000,237000,Etuakselisto,Ohjausnivelet ja -tangot,
169,2003,Opel,ASTRA,2340,31.7,199000,194000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
170,2003,Opel,CORSA,541,36.78,154000,149000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
171,2003,Opel,MERIVA,853,40.44,192000,190000,Käyttöjarru,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
172,2003,Opel,OMEGA,128,21.88,248000,237000,Ohjausnivelet ja -tangot,,
173,2003,Opel,VECTRA,1948,46.97,236000,233000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Taka-akselisto
174,2003,Opel,ZAFIRA,484,48.34,260000,250000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,
175,2003,Peugeot,206,2838,37.94,160000,155000,Etuakselisto,Bensiinimoottorin pakokaasumittaus,Käyttöjarru
176,2003,Peugeot,307,3853,42.53,222000,218000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
177,2003,Peugeot,406,1255,47.25,257000,238000,Seisontajarrun dynamometritesti,Etuakselisto,
178,2003,Peugeot,607,106,38.7,271000,267000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
179,2003,Peugeot,PARTNER,149,36.25,223000,223000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
180,2003,Renault,CLIO,1233,37.88,146000,143000,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot
181,2003,Renault,ESPACE,107,52.34,233000,234000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
182,2003,Renault,KANGOO,101,47.53,206000,199000,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot
183,2003,Renault,LAGUNA,1548,53.62,228000,221000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
184,2003,Renault,MEGANE,2802,40.6,195000,192000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
185,2003,Renault,MEGANE SCENIC,631,42.47,202000,201000,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
186,2003,Saab,9-3,1244,36.8,238000,231000,Taka-akselisto,Jousitus ja iskunvaimennus,Etuakselisto
187,2003,Saab,9-5,953,27.39,266000,256000,Taka-akselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
188,2003,Seat,CORDOBA,618,45.94,252000,242000,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
189,2003,Seat,IBIZA,291,44.34,192000,184000,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
190,2003,Seat,LEON,388,42.28,278000,261000,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
191,2003,Seat,TOLEDO,174,40.22,323000,327000,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
192,2003,Skoda,FABIA,930,41.2,199000,194000,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,Käyttöjarru
193,2003,Skoda,OCTAVIA,2146,32.16,270000,251000,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
194,2003,Skoda,SUPERB,200,41.5,302000,294000,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
195,2003,Smart,FORTWO,124,24.19,97000,100000,Bensiinimoottorin pakokaasumittaus,,
196,2003,Subaru,FORESTER,114,18.42,224000,236000,,,
197,2003,Subaru,IMPREZA,166,21.08,175000,176000,Bensiinimoottorin pakokaasumittaus,,
198,2003,Subaru,LEGACY,155,18.06,226000,221000,,,
199,2003,Suzuki,GRAND VITARA,152,20.39,214000,210000,,,
200,2003,Suzuki,LIANA,157,24.2,167000,164000,Etuakselisto,,
201,2003,Toyota,AVENSIS,5961,18.81,250000,239000,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
202,2003,Toyota,AVENSIS VERSO,544,22.8,287000,276000,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
203,2003,Toyota,CAMRY,232,12.5,235000,230000,Käyttöjarru,,
204,2003,Toyota,COROLLA,9196,16.27,210000,204000,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
205,2003,Toyota,COROLLA VERSO,1199,28.77,233000,228000,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy,Käyttöjarru
206,2003,Toyota,LAND CRUISER,373,19.56,341000,342000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
207,2003,Toyota,RAV4,656,17.38,236000,230000,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
