,model_year,brand,model,fail_pct,reason_1,reason_2,reason_3
870,2006,Smart,FORFOUR,12.44,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
871,2006,Lexus,RX400H,12.5,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto
872,2006,Suzuki,LIANA,13.12,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
873,2006,BMW,X3,13.64,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
874,2006,Mini,COOPER/ ONE,14.22,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
875,2006,Toyota,RAV4,14.29,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto
876,2006,Subaru,IMPREZA,14.53,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
877,2006,Toyota,PRIUS,14.56,,,
878,2006,Volkswagen,GOLF,14.82,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
879,2006,Hyundai,ACCENT,14.95,,,
880,2006,Subaru,FORESTER,15.19,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Renkaat ja vanteet
881,2006,Audi,TT,15.38,,,
882,2006,Mitsubishi,COLT,15.51,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
883,2006,Audi,A4,15.69,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
884,2006,Toyota,HIACE,15.69,,,
885,2006,Volkswagen,TOUAREG,15.91,Käyttöjarru,Jousitus ja iskunvaimennus,Turvavyöt ja -varusteet
886,2006,Audi,Q7,16.27,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
887,2006,Jeep,CHEROKEE,16.28,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
888,2006,Honda,CIVIC,16.55,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
889,2006,Mazda,6,16.62,Käyttöjarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
890,2006,Mercedes-Benz,S,16.78,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Käyttöjarru
891,2006,Volkswagen,JETTA,17.12,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
892,2006,Audi,A3,18.03,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
893,2006,Volkswagen,POLO,18.08,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti
894,2006,Nissan,MICRA,18.16,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
895,2006,Volvo,S40,18.6,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
896,2006,Seat,LEON,18.62,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
897,2006,Ford,MAVERICK,18.75,Käyttöjarru,Etuakselisto,Seisontajarrun dynamometritesti
898,2006,Mercedes-Benz,M,18.95,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
899,2006,Kia,CERATO,19.17,Käyttöjarru,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
900,2006,Opel,CORSA,19.28,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
901,2006,Volvo,S80,19.28,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
902,2006,Honda,FR-V,19.31,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Käyttöjarrun dynamometritesti
903,2006,Volvo,C70,19.38,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
904,2006,Volkswagen,CADDY,19.48,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
905,2006,Mitsubishi,PAJERO,19.84,Etuakselisto,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
906,2006,Ford,MONDEO,20.1,Käyttöjarru,Jousitus ja iskunvaimennus,Taka-akselisto
907,2006,Saab,9-5,20.39,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
908,2006,Mercedes-Benz,A,21.06,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
909,2006,Jaguar,S-TYPE,21.36,,,
910,2006,Honda,ACCORD,21.42,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
911,2006,Kia,RIO,21.52,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Etuakselisto
912,2006,Mitsubishi,LANCER,21.56,Taka-akselisto,Käyttöjarru,Ohjausnivelet ja -tangot
913,2006,Land Rover,DISCOVERY 3,21.58,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
914,2006,Volkswagen,PASSAT,21.95,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
915,2006,Suzuki,SWIFT,22.22,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
916,2006,Nissan,NOTE,22.34,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
917,2006,Citroen,XSARA PICASSO,22.55,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
918,2006,Peugeot,207,22.7,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
919,2006,Peugeot,206,22.84,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
920,2006,Skoda,OCTAVIA,22.86,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
921,2006,Ford,KA,23.08,Etuakselisto,Jousitus ja iskunvaimennus,Alustan kotelot ja pohjalevy
922,2006,Ford,S-MAX,23.08,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
923,2006,Suzuki,SX4,23.3,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
924,2006,Lada-Vaz,112,23.38,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
925,2006,Fiat,PUNTO,23.55,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
926,2006,Mercedes-Benz,B,23.77,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Etuakselisto
927,2006,Volkswagen,TOURAN,23.77,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
928,2006,Opel,MERIVA,23.8,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
929,2006,Citroen,C2,23.84,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
930,2006,Ford,GALAXY,23.98,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
931,2006,Smart,SMART,24.05,,,
932,2006,Volvo,S60,24.06,Käyttöjarru,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
933,2006,Kia,PICANTO,24.2,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Käyttöjarru
934,2006,Land Rover,RANGE ROVER,24.34,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
935,2006,Volkswagen,TRANSPORTER,24.44,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
936,2006,Nissan,PRIMERA,24.47,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
937,2006,Volvo,V70,24.6,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
938,2006,Saab,9-3,24.62,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
939,2006,Volvo,V50,24.7,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
940,2006,Citroen,C3,25.0,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
941,2006,BMW,X5,25.14,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
942,2006,Chevrolet,KALOS,25.16,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
943,2006,Seat,ALTEA,25.23,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
944,2006,BMW,3,25.27,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarru
945,2006,Opel,ASTRA,25.66,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
946,2006,Hyundai,SONATA,25.7,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
947,2006,Peugeot,1007,25.77,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
948,2006,Hyundai,TUCSON,25.94,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
949,2006,BMW,1,26.14,Taka-akselisto,Käyttöjarru,Jousitus ja iskunvaimennus
950,2006,Skoda,SUPERB,26.47,Etuakselisto,Käyttöjarru,Dieselmoottorin pakokaasumittaus
951,2006,Mercedes-Benz,CLK,26.55,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
952,2006,Kia,MAGENTIS,26.64,Etuakselisto,Taka-akselisto,Käyttöjarrun dynamometritesti
953,2006,Peugeot,307,26.69,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
954,2006,Ford,FOCUS,26.73,Etuakselisto,Jousitus ja iskunvaimennus,Taka-akselisto
955,2006,BMW,5,26.92,Ohjausnivelet ja -tangot,Käyttöjarru,Renkaat ja vanteet
956,2006,Hyundai,ELANTRA,27.0,,,
957,2006,Renault,CLIO,27.11,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
958,2006,Skoda,FABIA,27.14,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
959,2006,Citroen,BERLINGO,27.6,Etuakselisto,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
960,2006,Volvo,XC90,27.6,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Etuakselisto
961,2006,Mazda,3,27.75,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
962,2006,Citroen,C5,27.77,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
963,2006,Opel,VECTRA,27.8,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
964,2006,Mitsubishi,OUTLANDER,28.28,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
965,2006,Ford,FOCUS C-MAX,28.34,Jousitus ja iskunvaimennus,Etuakselisto,Bensiinimoottorin pakokaasumittaus
966,2006,Kia,SORENTO,28.48,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
967,2006,Chevrolet,EPICA,28.67,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti
968,2006,Skoda,ROOMSTER,28.73,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
969,2006,Chevrolet,CAPTIVA,28.94,Seisontajarrun dynamometritesti,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
970,2006,Nissan,X-TRAIL,29.02,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
971,2006,Citroen,C4,29.17,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Etuakselisto
972,2006,Peugeot,407,29.27,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
973,2006,Chevrolet,AVEO,29.34,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
974,2006,Mercedes-Benz,E,29.44,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
975,2006,Mercedes-Benz,CLS,29.48,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
976,2006,Lada-Vaz,111,30.48,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
977,2006,Seat,CORDOBA,30.77,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
978,2006,Kia,SPORTAGE,31.14,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
979,2006,Peugeot,607,31.94,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
980,2006,Hyundai,SANTA FE,31.94,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
981,2006,Mitsubishi,GRANDIS,32.66,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
982,2006,Chrysler,SEBRING,33.2,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
983,2006,Chrysler,VOYAGER,33.47,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
984,2006,Chevrolet,EVANDA,34.0,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
985,2006,Chrysler,PT CRUISER,34.2,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
986,2006,Chevrolet,NUBIRA,34.25,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Käyttöjarru
987,2006,Seat,IBIZA,34.6,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
988,2006,Renault,MEGANE,34.94,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
989,2006,Renault,MODUS,35.12,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
990,2006,Mercedes-Benz,C,35.16,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
991,2006,Alfa Romeo,159,35.38,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
992,2006,Opel,ZAFIRA,35.9,Ohjausnivelet ja -tangot,Taka-akselisto,Etuakselisto
993,2006,Mazda,5,36.22,Etuakselisto,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
994,2006,Hyundai,MATRIX,37.3,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
995,2006,Chrysler,300,37.88,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
996,2006,Fiat,STILO,39.1,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
997,2006,Hyundai,TRAJET,39.25,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
998,2006,Peugeot,807,41.34,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
999,2006,Nissan,PATHFINDER,41.44,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
1000,2006,Renault,LAGUNA,41.84,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
1001,2006,Fiat,CROMA,42.97,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
1002,2006,Renault,TRAFIC,49.03,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
1003,2006,Dodge,CALIBER,55.47,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
1004,2005,Toyota,RAV4,8.53,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1005,2005,Toyota,LAND CRUISER,8.65,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1006,2005,Honda,HR-V,9.9,,,
1007,2005,Toyota,COROLLA,10.12,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
1008,2005,Ford,FUSION,10.37,,,
1009,2005,Hyundai,GETZ,11.21,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
1010,2005,Subaru,FORESTER,11.484,Jousitus ja iskunvaimennus,Käyttöjarru,Bensiinimoottorin pakokaasumittaus
1011,2005,Toyota,YARIS,11.51,Käyttöjarrun dynamometritesti,Käyttöjarru,Renkaat ja vanteet
1012,2005,Suzuki,GRAND VITARA,11.62,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1013,2005,Toyota,AVENSIS,12.21,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
1014,2005,Ford,FIESTA,12.5,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1015,2005,Subaru,LEGACY,12.76,Etuakselisto,Bensiinimoottorin pakokaasumittaus,Käyttöjarru
1016,2005,Honda,JAZZ,13.36,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
1017,2005,Audi,A6,13.61,Käyttöjarru,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
1018,2005,Honda,CR-V,13.83,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
1019,2005,Honda,CIVIC,13.97,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Seisontajarrun dynamometritesti
1020,2005,Mitsubishi,COLT,13.98,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1021,2005,Subaru,IMPREZA,14.44,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1022,2005,Land Rover,FREELANDER,14.78,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
1023,2005,Audi,A4,16.62,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
1024,2005,Nissan,ALMERA,16.64,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
1025,2005,Volkswagen,BORA,17.2,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
1026,2005,Hyundai,ACCENT,18.0,,,
1027,2005,Ford,MAVERICK,18.55,Käyttöjarru,Etuakselisto,Bensiinimoottorin pakokaasumittaus
1028,2005,Citroen,BERLINGO,18.78,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Ohjausnivelet ja -tangot
1029,2005,Honda,FR-V,18.98,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Käyttöjarrun dynamometritesti
1030,2005,Volvo,S80,19.2,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
1031,2005,Saab,9-5,19.25,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
1032,2005,Mercedes-Benz,SLK,19.44,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
1033,2005,Volvo,S60,19.86,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
1034,2005,Mitsubishi,PAJERO,20.0,Etuakselisto,Taka-akselisto,Jousitus ja iskunvaimennus
1035,2005,Toyota,HIACE,20.19,,,
1036,2005,Audi,A3,20.48,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
1037,2005,Suzuki,LIANA,20.7,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1038,2005,Honda,ACCORD,20.94,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
1039,2005,Volkswagen,GOLF,21.2,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1040,2005,BMW,X3,21.44,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
1041,2005,Kia,LD,21.48,,,
1042,2005,Volvo,S40,21.73,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
1043,2005,Kia,CERATO,22.05,Käyttöjarru,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1044,2005,Fiat,PUNTO,22.12,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
1045,2005,Mini,COOPER/ ONE,22.22,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
1046,2005,Volkswagen,PASSAT,22.31,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1047,2005,Volkswagen,JETTA,22.33,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1048,2005,Volvo,C70,22.36,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1049,2005,Mercedes-Benz,CLK,22.9,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
1050,2005,Volkswagen,POLO,23.12,Käyttöjarru,Etuakselisto,Käyttöjarrun dynamometritesti
1051,2005,Jeep,CHEROKEE,23.14,Etuakselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1052,2005,Kia,RIO,23.23,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Etuakselisto
1053,2005,Smart,FORFOUR,23.55,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,Käyttöjarru
1054,2005,Mercedes-Benz,A,24.02,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
1055,2005,Nissan,MICRA,24.12,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
1056,2005,Volvo,V70,24.14,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
1057,2005,Suzuki,SWIFT,24.23,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
1058,2005,Land Rover,DISCOVERY 3,24.31,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
1059,2005,Mazda,6,24.34,Käyttöjarrun dynamometritesti,Alustan kotelot ja pohjalevy,Käyttöjarru
1060,2005,Volkswagen,TOUAREG,24.52,Käyttöjarru,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
1061,2005,Seat,LEON,24.58,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
1062,2005,Citroen,C3,24.61,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1063,2005,Ford,KA,24.75,,,
1064,2005,Hyundai,ELANTRA,24.84,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1065,2005,Opel,MERIVA,25.2,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
1066,2005,Citroen,XSARA PICASSO,25.22,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
1067,2005,Ford,MONDEO,25.36,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1068,2005,Hyundai,SONATA,25.77,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
1069,2005,Citroen,C2,25.9,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1070,2005,Saab,9-3,26.3,Taka-akselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1071,2005,Kia,PICANTO,26.42,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Käyttöjarru
1072,2005,Skoda,SUPERB,26.48,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
1073,2005,Mercedes-Benz,M,26.75,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1074,2005,Skoda,OCTAVIA,26.77,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
1075,2005,Opel,CORSA,26.89,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1076,2005,Mitsubishi,OUTLANDER,26.92,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
1077,2005,Volkswagen,CADDY,26.98,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
1078,2005,Volvo,XC90,27.06,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1079,2005,Ford,FOCUS,27.1,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1080,2005,Land Rover,RANGE ROVER,27.45,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1081,2005,Mercedes-Benz,B,27.69,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
1082,2005,Kia,SORENTO,27.83,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
1083,2005,Volvo,V50,27.94,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
1084,2005,Ford,TOURNEO,28.03,Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy,Käyttöjarru
1085,2005,Hyundai,SANTA FE,28.16,Etuakselisto,Jousitus ja iskunvaimennus,Taka-akselisto
1086,2005,Lada-Vaz,112,28.3,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Käyttöjarru
1087,2005,Volkswagen,TRANSPORTER,28.4,Seisontajarrun dynamometritesti,Käyttöjarru,Ohjausnivelet ja -tangot
1088,2005,Jaguar,S-TYPE,28.56,Taka-akselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1089,2005,Kia,MAGENTIS,28.66,Etuakselisto,Käyttöjarru,Taka-akselisto
1090,2005,Hyundai,MATRIX,28.7,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1091,2005,Mazda,2,28.77,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
1092,2005,Skoda,FABIA,28.94,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
1093,2005,Chevrolet,KALOS,29.19,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1094,2005,Peugeot,307,29.22,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
1095,2005,BMW,1,29.23,Käyttöjarru,Jousitus ja iskunvaimennus,Taka-akselisto
1096,2005,Seat,TOLEDO,29.31,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1097,2005,Peugeot,206,29.53,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Ohjausnivelet ja -tangot
1098,2005,Nissan,PRIMERA,29.7,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
1099,2005,Nissan,X-TRAIL,29.73,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
1100,2005,Citroen,XSARA,29.84,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
1101,2005,Seat,ALTEA,30.06,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1102,2005,Renault,CLIO,30.16,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Etuakselisto
1103,2005,BMW,5,30.33,Käyttöjarru,Ohjausnivelet ja -tangot,Etuakselisto
1104,2005,Mitsubishi,LANCER,30.38,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
1105,2005,Chevrolet,LACETTI,30.4,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
1106,2005,Mercedes-Benz,CLS,30.56,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
